Student_ID,Name,Gender,Department,Year,Semester,Age,Attendance,Python,Statistics,Machine_Learning,Deep_Learning,Database,Data_Visualization,Assignment_Score,Internal_Marks,Project_Marks,Study_Hours,Placement_Status,Total_Marks,Percentage,Grade,GPA,Rank,Attendance_Status,At_Risk,Risk_Score,Risk_Category
DS0149,Student_0149,Female,Artificial Intelligence,1,1,20,77.65,48.0,96,74,76,65,67,69,50,45,14.2,Internship,426.0,71.0,B,8.0,79,Good,True,1,Low Risk
DS0150,Student_0150,Male,Data Science,2,1,21,81.9,71.0,51,69,71,38,56,90,83,73,12.7,Placed,356.0,59.333333333333336,D,6.0,148,Good,True,1,Low Risk
DS0151,Student_0151,Male,Information Technology,2,4,23,70.35,61.0,77,73,79,72,82,47,95,78,4.0,Placed,444.0,74.0,B,8.0,61,Warning,True,2,Medium Risk
DS0152,Student_0152,Female,Data Science,2,2,24,85.96,59.0,82,66,62,91,54,88,74,82,14.2,Not Placed,414.0,69.0,C,7.0,91,Excellent,False,0,Safe
DS0153,Student_0153,Male,Computer Science,1,2,21,82.32,71.0,72,73,82,78,71,100,64,81,23.5,Not Placed,447.0,74.5,B,8.0,58,Good,False,0,Safe
DS0154,Student_0154,Other,Artificial Intelligence,2,1,21,95.11,71.0,100,64,75,58,65,73,67,100,18.8,Internship,433.0,72.16666666666667,B,8.0,72,Excellent,False,0,Safe
DS0155,Student_0155,Male,Computer Science,1,3,21,67.09,59.0,60,56,84,65,72,78,81,79,10.3,Placed,396.0,66.0,C,7.0,110,Warning,True,1,Low Risk
DS0156,Student_0156,Other,Information Technology,2,1,24,59.49,80.0,59,62,56,90,80,63,62,62,8.5,Placed,427.0,71.16666666666667,B,8.0,78,Critical,True,2,Medium Risk
DS0157,Student_0157,Female,Data Science,1,3,20,82.81,66.0,52,75,71,77,78,47,56,48,16.1,Not Placed,419.0,69.83333333333334,C,7.0,86,Good,False,0,Safe
DS0158,Student_0158,Female,Computer Science,2,2,23,57.72,68.0,63,100,78,81,56,72,72,71,10.3,Not Placed,446.0,74.33333333333333,B,8.0,59,Critical,True,1,Low Risk
DS0159,Student_0159,Male,Information Technology,2,4,21,74.79,62.0,67,71,79,86,66,86,86,94,28.4,Placed,431.0,71.83333333333334,B,8.0,74,Warning,True,1,Low Risk
DS0160,Student_0160,Female,Artificial Intelligence,2,3,22,70.47,57.0,70,70,69,60,48,58,75,77,20.1,Internship,374.0,62.33333333333333,C,7.0,132,Warning,True,2,Medium Risk
DS0161,Student_0161,Male,Data Science,2,1,22,78.92,100.0,74,77,54,51,94,61,67,93,10.4,Internship,450.0,75.0,B,8.0,55,Good,False,0,Safe
DS0162,Student_0162,Other,Data Science,2,3,24,78.99,49.0,84,77,61,46,59,85,36,90,7.7,Internship,376.0,62.66666666666667,C,7.0,130,Good,True,2,Medium Risk
DS0163,Student_0163,Female,Computer Science,1,1,23,89.47,75.0,74,86,78,34,58,84,68,47,12.8,Not Placed,405.0,67.5,C,7.0,101,Excellent,True,1,Low Risk
DS0164,Student_0164,Male,Data Science,1,1,20,56.19,76.0,54,79,84,72,25,93,72,91,17.9,Not Placed,390.0,65.0,C,7.0,116,Critical,True,2,Medium Risk
DS0165,Student_0165,Male,Data Science,2,1,22,74.88,77.0,75,80,100,85,46,92,85,100,10.7,Internship,463.0,77.16666666666666,B,8.0,42,Warning,True,2,Medium Risk
DS0166,Student_0166,Other,Computer Science,1,4,24,80.16,62.0,65,63,57,29,63,94,75,87,18.0,Not Placed,339.0,56.49999999999999,D,6.0,161,Good,True,1,Low Risk
DS0167,Student_0167,Male,Computer Science,1,3,21,95.09,91.0,71,77,75,66,76,92,72,39,19.6,Not Placed,456.0,76.0,B,8.0,49,Excellent,False,0,Safe
DS0168,Student_0168,Female,Data Science,2,1,20,81.02,37.0,92,73,85,56,47,100,84,90,21.9,Placed,390.0,65.0,C,7.0,116,Good,True,1,Low Risk
DS0169,Student_0169,Other,Computer Science,1,1,22,88.99,92.0,67,39,67,82,55,84,81,74,17.4,Placed,402.0,67.0,C,7.0,104,Excellent,True,1,Low Risk
DS0170,Student_0170,Female,Artificial Intelligence,2,4,22,85.76,52.0,37,72,75,88,94,100,94,91,13.3,Not Placed,418.0,69.66666666666667,C,7.0,87,Excellent,True,1,Low Risk
DS0171,Student_0171,Male,Information Technology,2,3,20,71.61,57.0,82,53,66,68,94,75,70,70,21.5,Placed,420.0,70.0,B,8.0,85,Warning,True,1,Low Risk
DS0172,Student_0172,Female,Computer Science,2,4,21,88.47,47.0,62,80,61,46,80,50,76,61,7.9,Internship,376.0,62.66666666666667,C,7.0,130,Excellent,True,2,Medium Risk
DS0173,Student_0173,Male,Artificial Intelligence,1,4,23,86.91,63.0,67,60,79,63,85,62,47,79,13.5,Not Placed,417.0,69.5,C,7.0,88,Excellent,False,0,Safe
DS0174,Student_0174,Other,Information Technology,1,3,24,72.41,34.0,62,56,94,44,48,84,37,47,14.0,Not Placed,338.0,56.333333333333336,D,6.0,162,Warning,True,2,Medium Risk
DS0175,Student_0175,Female,Artificial Intelligence,2,1,24,92.33,93.0,63,72,87,100,61,59,73,71,9.3,Placed,476.0,79.33333333333333,B,8.0,29,Excellent,True,1,Low Risk
DS0176,Student_0176,Other,Artificial Intelligence,2,1,23,100.0,55.0,74,85,68,71,79,69,65,86,21.7,Internship,432.0,72.0,B,8.0,73,Excellent,False,0,Safe
DS0177,Student_0177,Other,Computer Science,2,2,24,57.0,62.0,64,78,58,64,71,56,52,72,7.7,Placed,397.0,66.16666666666666,C,7.0,109,Critical,True,2,Medium Risk
DS0178,Student_0178,Male,Information Technology,1,1,24,87.01,59.0,58,63,90,80,70,61,72,44,17.5,Internship,420.0,70.0,B,8.0,85,Excellent,False,0,Safe
DS0179,Student_0179,Male,Data Science,2,3,21,90.18,81.0,66,97,57,73,69,95,71,87,11.1,Not Placed,443.0,73.83333333333333,B,8.0,62,Excellent,False,0,Safe
DS0180,Student_0180,Male,Computer Science,2,3,24,82.99,81.0,59,86,100,68,37,90,79,93,22.4,Placed,431.0,71.83333333333334,B,8.0,74,Good,True,1,Low Risk
DS0181,Student_0181,Female,Artificial Intelligence,1,4,21,72.96,93.0,75,84,65,61,96,75,93,83,4.0,Placed,474.0,79.0,B,8.0,31,Warning,True,2,Medium Risk
DS0182,Student_0182,Female,Data Science,2,2,24,73.5,67.0,97,67,43,98,80,92,80,78,17.0,Not Placed,452.0,75.33333333333333,B,8.0,53,Warning,True,2,Medium Risk
DS0183,Student_0183,Female,Information Technology,1,2,24,89.45,67.0,86,57,46,79,79,74,64,70,30.1,Internship,414.0,69.0,C,7.0,91,Excellent,True,1,Low Risk
DS0184,Student_0184,Male,Information Technology,1,2,20,90.07,44.0,77,45,68,63,39,96,94,80,16.3,Not Placed,336.0,56.00000000000001,D,6.0,164,Excellent,True,1,Low Risk
DS0185,Student_0185,Female,Computer Science,1,2,23,87.68,90.0,95,87,56,73,77,97,74,73,18.7,Placed,478.0,79.66666666666666,B,8.0,27,Excellent,False,0,Safe
DS0186,Student_0186,Other,Information Technology,2,3,21,91.93,58.0,56,89,91,55,85,76,93,79,20.4,Internship,434.0,72.33333333333334,B,8.0,71,Excellent,False,0,Safe
DS0187,Student_0187,Other,Information Technology,1,2,22,92.46,58.0,100,77,81,46,58,66,93,73,17.4,Not Placed,420.0,70.0,B,8.0,85,Excellent,True,1,Low Risk
DS0188,Student_0188,Female,Computer Science,1,3,22,75.29,88.0,57,55,67,82,50,47,61,74,22.5,Not Placed,399.0,66.5,C,7.0,107,Good,False,0,Safe
DS0189,Student_0189,Male,Artificial Intelligence,2,2,23,97.59,58.0,95,60,60,93,73,62,71,76,9.1,Internship,439.0,73.16666666666667,B,8.0,66,Excellent,True,1,Low Risk
DS0190,Student_0190,Other,Information Technology,2,3,23,78.95,69.0,70,87,88,65,67,60,57,96,14.9,Not Placed,446.0,74.33333333333333,B,8.0,59,Good,False,0,Safe
DS0191,Student_0191,Male,Information Technology,2,1,21,72.97,95.0,62,74,100,54,42,79,57,72,19.1,Not Placed,427.0,71.16666666666667,B,8.0,78,Warning,True,2,Medium Risk
DS0192,Student_0192,Male,Computer Science,2,4,24,72.13,55.0,59,65,49,64,72,85,93,68,19.4,Placed,364.0,60.66666666666667,C,7.0,142,Warning,True,2,Medium Risk
DS0193,Student_0193,Female,Data Science,1,4,24,71.72,66.0,75,93,78,43,77,52,74,48,14.3,Not Placed,432.0,72.0,B,8.0,73,Warning,True,2,Medium Risk
DS0194,Student_0194,Other,Information Technology,2,3,22,81.75,89.0,41,51,55,69,65,80,59,87,8.2,Internship,370.0,61.66666666666667,C,7.0,136,Good,True,2,Medium Risk
DS0195,Student_0195,Male,Data Science,1,4,21,88.48,83.0,88,73,67,76,27,73,54,72,16.5,Internship,414.0,69.0,C,7.0,91,Excellent,True,1,Low Risk
DS0196,Student_0196,Male,Data Science,2,3,21,75.55,72.0,72,86,54,73,89,61,69,100,7.1,Internship,446.0,74.33333333333333,B,8.0,59,Good,True,1,Low Risk
DS0197,Student_0197,Female,Artificial Intelligence,2,4,21,96.7,52.0,50,96,63,70,64,62,81,62,3.6,Internship,395.0,65.83333333333333,C,7.0,111,Excellent,True,1,Low Risk
DS0198,Student_0198,Female,Data Science,1,1,22,81.37,85.0,87,86,63,67,81,91,54,84,18.3,Not Placed,469.0,78.16666666666666,B,8.0,36,Good,False,0,Safe
DS0199,Student_0199,Male,Data Science,2,4,22,100.0,81.0,83,60,46,62,83,87,83,89,20.0,Internship,415.0,69.16666666666667,C,7.0,90,Excellent,True,1,Low Risk
DS0200,Student_0200,Female,Computer Science,2,2,23,72.07,66.0,68,64,100,78,63,82,87,80,16.7,Placed,439.0,73.16666666666667,B,8.0,66,Warning,True,1,Low Risk
DS0201,Student_0201,Male,Information Technology,1,3,24,88.11,70.0,69,61,63,92,68,83,68,83,11.5,Not Placed,423.0,70.5,B,8.0,82,Excellent,False,0,Safe
DS0202,Student_0202,Other,Artificial Intelligence,2,2,20,63.49,66.0,85,83,55,57,72,65,66,68,12.3,Placed,418.0,69.66666666666667,C,7.0,87,Critical,True,1,Low Risk
DS0203,Student_0203,Male,Data Science,1,1,22,67.63,70.0,62,48,82,81,83,75,70,100,29.5,Internship,426.0,71.0,B,8.0,79,Warning,True,2,Medium Risk
DS0204,Student_0204,Female,Computer Science,1,2,22,82.77,45.0,100,56,85,85,55,92,73,72,23.7,Internship,426.0,71.0,B,8.0,79,Good,True,1,Low Risk
DS0205,Student_0205,Male,Artificial Intelligence,1,2,21,97.17,79.0,81,60,54,61,61,95,75,62,27.0,Placed,396.0,66.0,C,7.0,110,Excellent,False,0,Safe
DS0206,Student_0206,Female,Artificial Intelligence,1,2,21,64.91,69.0,72,65,57,48,79,82,94,75,20.0,Internship,390.0,65.0,C,7.0,116,Critical,True,2,Medium Risk
DS0207,Student_0207,Other,Data Science,1,4,24,84.76,42.0,60,54,42,72,36,79,85,86,24.0,Placed,306.0,51.0,D,6.0,171,Good,True,1,Low Risk
DS0208,Student_0208,Male,Computer Science,2,1,22,72.04,70.0,75,78,72,64,65,65,53,89,16.6,Placed,424.0,70.66666666666667,B,8.0,81,Warning,True,1,Low Risk
DS0209,Student_0209,Male,Artificial Intelligence,1,1,21,80.24,57.0,82,62,49,85,62,57,80,67,29.2,Internship,397.0,66.16666666666666,C,7.0,109,Good,True,1,Low Risk
DS0210,Student_0210,Other,Data Science,1,1,24,82.69,70.0,36,75,99,94,97,55,62,64,22.3,Not Placed,471.0,78.5,B,8.0,34,Good,True,1,Low Risk
DS0211,Student_0211,Other,Data Science,2,4,23,47.13,82.0,74,50,65,59,83,48,93,68,10.7,Not Placed,413.0,68.83333333333333,C,7.0,92,Critical,True,1,Low Risk
DS0212,Student_0212,Female,Artificial Intelligence,2,2,24,94.03,95.0,89,70,66,68,73,57,83,70,2.0,Internship,461.0,76.83333333333333,B,8.0,44,Excellent,True,1,Low Risk
DS0213,Student_0213,Male,Artificial Intelligence,2,2,22,71.16,38.0,55,78,72,73,99,75,48,96,11.2,Internship,415.0,69.16666666666667,C,7.0,90,Warning,True,2,Medium Risk
DS0214,Student_0214,Other,Information Technology,1,2,21,63.87,100.0,70,85,69,70,61,63,70,65,32.1,Internship,455.0,75.83333333333333,B,8.0,50,Critical,True,1,Low Risk
DS0215,Student_0215,Male,Data Science,2,1,22,96.6,69.0,93,67,74,50,63,84,96,74,32.7,Placed,416.0,69.33333333333334,C,7.0,89,Excellent,False,0,Safe
DS0216,Student_0216,Female,Information Technology,1,4,22,61.43,63.0,59,52,100,82,65,71,65,45,23.4,Internship,421.0,70.16666666666667,B,8.0,84,Critical,True,1,Low Risk
DS0217,Student_0217,Female,Computer Science,2,1,22,92.69,66.0,81,100,65,64,72,80,41,56,26.5,Not Placed,448.0,74.66666666666667,B,8.0,57,Excellent,False,0,Safe
DS0218,Student_0218,Male,Information Technology,2,4,21,86.86,76.0,59,67,70,81,50,56,77,91,19.4,Not Placed,403.0,67.16666666666666,C,7.0,103,Excellent,False,0,Safe
DS0219,Student_0219,Male,Data Science,2,3,24,75.52,72.0,69,57,69,89,68,82,79,88,26.0,Placed,424.0,70.66666666666667,B,8.0,81,Good,False,0,Safe
DS0220,Student_0220,Male,Computer Science,1,4,22,76.21,85.0,56,56,69,63,53,92,74,100,17.2,Placed,382.0,63.66666666666667,C,7.0,124,Good,False,0,Safe
DS0221,Student_0221,Male,Information Technology,1,3,20,89.25,66.0,70,74,77,100,57,94,59,74,3.9,Internship,444.0,74.0,B,8.0,61,Excellent,True,1,Low Risk
DS0222,Student_0222,Other,Information Technology,1,2,23,69.14,51.0,86,63,53,73,62,77,86,93,11.3,Internship,388.0,64.66666666666666,C,7.0,118,Warning,True,1,Low Risk
DS0223,Student_0223,Male,Artificial Intelligence,2,4,22,73.73,84.0,58,97,53,90,60,86,87,73,16.3,Internship,442.0,73.66666666666667,B,8.0,63,Warning,True,1,Low Risk
DS0224,Student_0224,Other,Artificial Intelligence,1,4,20,88.99,81.0,72,51,58,74,88,64,69,62,7.3,Placed,424.0,70.66666666666667,B,8.0,81,Excellent,True,1,Low Risk
DS0225,Student_0225,Female,Information Technology,1,4,24,84.44,75.0,73,80,78,74,78,85,61,75,11.6,Internship,458.0,76.33333333333333,B,8.0,47,Good,False,0,Safe
DS0226,Student_0226,Other,Data Science,2,3,21,77.27,62.0,53,89,86,78,100,78,66,80,21.8,Not Placed,468.0,78.0,B,8.0,37,Good,False,0,Safe
DS0227,Student_0227,Male,Artificial Intelligence,1,2,20,100.0,68.0,97,74,74,56,76,71,50,64,15.6,Not Placed,445.0,74.16666666666667,B,8.0,60,Excellent,False,0,Safe
DS0228,Student_0228,Other,Information Technology,2,2,20,92.77,78.0,78,80,60,75,57,85,86,75,21.4,Placed,428.0,71.33333333333334,B,8.0,77,Excellent,False,0,Safe
DS0229,Student_0229,Male,Data Science,2,2,21,88.28,44.0,83,73,79,76,55,54,57,64,13.5,Not Placed,410.0,68.33333333333333,C,7.0,95,Excellent,True,1,Low Risk
DS0230,Student_0230,Other,Information Technology,1,3,20,92.3,50.0,49,58,71,52,68,68,63,92,13.9,Not Placed,348.0,57.99999999999999,D,6.0,154,Excellent,True,1,Low Risk
DS0231,Student_0231,Male,Data Science,2,3,20,88.45,87.0,76,65,77,75,85,59,87,81,6.8,Not Placed,465.0,77.5,B,8.0,40,Excellent,True,1,Low Risk
DS0232,Student_0232,Other,Computer Science,1,1,20,69.03,88.0,100,85,91,71,45,74,81,53,12.9,Internship,480.0,80.0,A,9.0,25,Warning,True,2,Medium Risk
DS0233,Student_0233,Female,Computer Science,1,1,20,93.36,93.0,54,83,63,78,86,62,75,78,19.4,Internship,457.0,76.16666666666667,B,8.0,48,Excellent,False,0,Safe
DS0234,Student_0234,Other,Artificial Intelligence,2,1,20,75.56,75.0,57,50,83,73,87,80,62,99,9.9,Internship,425.0,70.83333333333334,B,8.0,80,Good,True,1,Low Risk
DS0235,Student_0235,Female,Data Science,1,1,23,76.24,65.0,72,54,75,94,63,62,88,70,14.8,Not Placed,423.0,70.5,B,8.0,82,Good,False,0,Safe
DS0236,Student_0236,Female,Artificial Intelligence,2,2,22,73.31,64.0,41,53,84,38,59,94,60,90,6.5,Internship,339.0,56.49999999999999,D,6.0,161,Warning,True,3,High Risk
DS0237,Student_0237,Male,Information Technology,2,1,24,85.31,86.0,64,55,67,74,63,74,65,77,19.9,Internship,409.0,68.16666666666666,C,7.0,96,Excellent,False,0,Safe
DS0238,Student_0238,Female,Data Science,2,3,24,73.93,100.0,84,85,100,78,77,84,69,77,23.6,Not Placed,524.0,87.33333333333333,A,9.0,4,Warning,True,1,Low Risk
DS0239,Student_0239,Male,Artificial Intelligence,1,3,24,90.92,83.0,68,60,87,82,46,79,80,75,11.3,Placed,426.0,71.0,B,8.0,79,Excellent,True,1,Low Risk
DS0240,Student_0240,Female,Artificial Intelligence,2,1,22,67.05,66.0,70,69,42,64,71,50,66,86,27.8,Placed,382.0,63.66666666666667,C,7.0,124,Warning,True,2,Medium Risk
DS0241,Student_0241,Other,Data Science,2,4,23,89.91,82.0,48,67,74,73,78,62,66,34,11.6,Internship,422.0,70.33333333333334,B,8.0,83,Excellent,True,1,Low Risk
DS0242,Student_0242,Other,Data Science,1,1,24,80.36,62.0,55,72,69,36,73,70,76,76,14.2,Not Placed,367.0,61.16666666666667,C,7.0,139,Good,True,1,Low Risk
DS0243,Student_0243,Female,Information Technology,1,4,20,82.71,47.0,48,61,70,61,79,79,100,64,15.5,Internship,366.0,61.0,C,7.0,140,Good,True,1,Low Risk
DS0244,Student_0244,Other,Information Technology,2,2,22,87.01,76.0,70,62,47,62,54,84,58,71,3.0,Not Placed,371.0,61.83333333333333,C,7.0,135,Excellent,True,2,Medium Risk
DS0245,Student_0245,Other,Artificial Intelligence,2,3,20,75.6,63.0,76,82,59,86,47,100,79,74,2.0,Internship,413.0,68.83333333333333,C,7.0,92,Good,True,2,Medium Risk
DS0246,Student_0246,Female,Information Technology,2,2,24,80.1,40.0,72,65,53,71,72,73,87,60,35.7,Not Placed,373.0,62.16666666666667,C,7.0,133,Good,True,1,Low Risk
DS0247,Student_0247,Male,Information Technology,1,4,24,64.65,76.0,76,78,98,82,46,82,62,76,14.0,Internship,456.0,76.0,B,8.0,49,Critical,True,2,Medium Risk
DS0248,Student_0248,Other,Data Science,1,4,24,73.54,99.0,100,71,71,64,87,74,48,85,29.6,Not Placed,492.0,82.0,A,9.0,18,Warning,True,1,Low Risk
DS0249,Student_0249,Other,Artificial Intelligence,2,4,22,64.22,81.0,92,57,74,56,67,54,79,100,25.5,Placed,427.0,71.16666666666667,B,8.0,78,Critical,True,1,Low Risk
DS0250,Student_0250,Male,Information Technology,2,2,22,54.35,42.0,91,84,47,65,86,71,89,75,12.5,Internship,415.0,69.16666666666667,C,7.0,90,Critical,True,2,Medium Risk
DS0251,Student_0251,Male,Computer Science,1,4,24,65.45,83.0,85,90,83,86,81,60,67,78,26.1,Placed,508.0,84.66666666666667,A,9.0,8,Warning,True,1,Low Risk
DS0252,Student_0252,Female,Artificial Intelligence,1,4,24,81.94,69.0,85,86,67,79,66,99,69,81,19.8,Internship,452.0,75.33333333333333,B,8.0,53,Good,False,0,Safe
DS0253,Student_0253,Male,Computer Science,2,2,21,80.15,54.0,78,49,61,86,75,84,61,75,13.8,Placed,403.0,67.16666666666666,C,7.0,103,Good,True,1,Low Risk
DS0254,Student_0254,Male,Information Technology,2,3,22,95.68,46.0,56,94,76,50,47,80,79,54,22.6,Internship,369.0,61.5,C,7.0,137,Excellent,True,1,Low Risk
DS0255,Student_0255,Male,Artificial Intelligence,2,3,20,99.27,65.0,83,58,73,75,68,90,60,83,10.8,Placed,422.0,70.33333333333334,B,8.0,83,Excellent,False,0,Safe
DS0256,Student_0256,Other,Data Science,1,4,23,88.61,52.0,86,44,84,66,67,76,53,72,25.7,Placed,399.0,66.5,C,7.0,107,Excellent,True,1,Low Risk
DS0257,Student_0257,Other,Data Science,2,1,24,79.46,95.0,81,52,77,83,81,65,43,80,17.3,Not Placed,469.0,78.16666666666666,B,8.0,36,Good,False,0,Safe
DS0258,Student_0258,Male,Artificial Intelligence,2,2,24,82.44,78.0,50,80,100,71,69,63,63,74,25.4,Not Placed,448.0,74.66666666666667,B,8.0,57,Good,False,0,Safe
DS0259,Student_0259,Other,Computer Science,1,1,23,100.0,97.0,77,64,100,64,61,54,93,76,21.6,Placed,463.0,77.16666666666666,B,8.0,42,Excellent,False,0,Safe
DS0260,Student_0260,Female,Data Science,1,1,20,81.59,45.0,92,82,69,80,59,47,84,92,11.1,Not Placed,427.0,71.16666666666667,B,8.0,78,Good,True,1,Low Risk
DS0261,Student_0261,Male,Information Technology,2,4,22,68.89,75.0,66,75,61,57,86,93,81,85,24.3,Internship,420.0,70.0,B,8.0,85,Warning,True,1,Low Risk
DS0262,Student_0262,Other,Information Technology,2,4,23,99.98,60.0,68,67,51,66,90,73,62,70,5.7,Placed,402.0,67.0,C,7.0,104,Excellent,True,1,Low Risk
DS0263,Student_0263,Other,Computer Science,2,1,22,84.18,91.0,64,91,71,91,74,71,100,61,16.0,Placed,482.0,80.33333333333333,A,9.0,23,Good,False,0,Safe
DS0264,Student_0264,Male,Information Technology,2,2,21,81.64,70.0,76,64,75,67,46,82,79,83,2.5,Not Placed,398.0,66.33333333333333,C,7.0,108,Good,True,2,Medium Risk
DS0265,Student_0265,Male,Computer Science,1,3,21,74.62,50.0,100,54,79,60,71,59,76,56,19.0,Not Placed,414.0,69.0,C,7.0,91,Warning,True,1,Low Risk
DS0266,Student_0266,Female,Information Technology,1,4,22,78.01,100.0,90,81,69,41,50,59,53,74,9.8,Placed,431.0,71.83333333333334,B,8.0,74,Good,True,2,Medium Risk
DS0267,Student_0267,Male,Artificial Intelligence,2,3,22,88.02,59.0,58,78,67,67,79,72,73,63,10.0,Internship,408.0,68.0,C,7.0,97,Excellent,False,0,Safe
DS0268,Student_0268,Male,Information Technology,2,3,24,96.64,82.0,77,77,74,71,80,78,81,79,17.7,Placed,461.0,76.83333333333333,B,8.0,44,Excellent,False,0,Safe
DS0269,Student_0269,Female,Data Science,2,3,21,74.31,59.0,81,100,64,71,63,51,60,49,20.4,Not Placed,438.0,73.0,B,8.0,67,Warning,True,1,Low Risk
DS0270,Student_0270,Other,Data Science,2,4,22,89.09,100.0,64,45,83,59,89,71,64,72,7.1,Placed,440.0,73.33333333333333,B,8.0,65,Excellent,True,2,Medium Risk
DS0271,Student_0271,Other,Computer Science,1,3,21,85.35,76.0,43,63,81,75,79,88,83,68,6.6,Placed,417.0,69.5,C,7.0,88,Excellent,True,2,Medium Risk
DS0272,Student_0272,Male,Computer Science,1,3,23,57.77,76.0,78,86,56,56,77,60,92,100,7.5,Not Placed,429.0,71.5,B,8.0,76,Critical,True,2,Medium Risk
DS0273,Student_0273,Female,Information Technology,1,3,24,77.95,65.0,71,97,63,63,93,50,56,87,15.7,Not Placed,452.0,75.33333333333333,B,8.0,53,Good,False,0,Safe
DS0274,Student_0274,Other,Computer Science,1,2,24,84.84,65.0,59,67,75,85,31,79,67,67,14.3,Placed,382.0,63.66666666666667,C,7.0,124,Good,True,1,Low Risk
DS0275,Student_0275,Male,Computer Science,2,4,21,77.47,87.0,59,69,73,93,65,70,68,87,17.6,Not Placed,446.0,74.33333333333333,B,8.0,59,Good,False,0,Safe
DS0276,Student_0276,Male,Artificial Intelligence,1,3,23,78.34,74.0,53,55,100,67,58,70,69,54,15.4,Internship,407.0,67.83333333333333,C,7.0,99,Good,False,0,Safe
DS0277,Student_0277,Other,Data Science,1,1,24,71.1,74.0,98,71,35,69,100,54,66,76,2.9,Placed,447.0,74.5,B,8.0,58,Warning,True,3,High Risk
DS0278,Student_0278,Other,Artificial Intelligence,1,1,20,66.89,53.0,70,64,76,52,81,81,96,79,19.9,Not Placed,396.0,66.0,C,7.0,110,Warning,True,1,Low Risk
DS0279,Student_0279,Male,Computer Science,1,1,23,83.56,70.0,55,63,52,51,76,67,93,79,24.7,Internship,367.0,61.16666666666667,C,7.0,139,Good,False,0,Safe
DS0280,Student_0280,Male,Artificial Intelligence,1,1,20,67.32,59.0,71,55,64,66,59,84,48,54,28.5,Not Placed,374.0,62.33333333333333,C,7.0,132,Warning,True,1,Low Risk
DS0281,Student_0281,Other,Data Science,2,2,23,67.43,60.0,75,80,80,47,67,59,49,95,33.0,Not Placed,409.0,68.16666666666666,C,7.0,96,Warning,True,2,Medium Risk
DS0282,Student_0282,Male,Computer Science,2,1,20,76.21,63.0,50,36,66,65,60,58,81,75,22.2,Internship,340.0,56.666666666666664,D,6.0,160,Good,True,1,Low Risk
DS0283,Student_0283,Other,Information Technology,1,4,22,82.5,82.0,49,48,59,54,81,92,79,76,26.4,Not Placed,373.0,62.16666666666667,C,7.0,133,Good,True,1,Low Risk
DS0284,Student_0284,Male,Information Technology,2,2,22,79.52,72.0,65,57,81,89,69,64,100,74,13.1,Internship,433.0,72.16666666666667,B,8.0,72,Good,False,0,Safe
DS0285,Student_0285,Female,Information Technology,1,4,20,74.54,70.0,40,59,85,61,58,71,59,60,8.7,Placed,373.0,62.16666666666667,C,7.0,133,Warning,True,3,High Risk
DS0286,Student_0286,Other,Information Technology,2,1,23,76.95,61.0,54,47,73,74,96,86,83,79,14.2,Not Placed,405.0,67.5,C,7.0,101,Good,True,1,Low Risk
DS0287,Student_0287,Male,Artificial Intelligence,1,2,22,67.59,65.0,49,58,61,53,77,70,61,84,11.2,Not Placed,363.0,60.5,C,7.0,143,Warning,True,2,Medium Risk
DS0288,Student_0288,Male,Artificial Intelligence,1,3,21,76.31,85.0,66,60,51,74,83,70,79,62,24.2,Internship,419.0,69.83333333333334,C,7.0,86,Good,False,0,Safe
DS0289,Student_0289,Male,Computer Science,2,4,24,80.06,75.0,74,80,96,73,68,77,77,54,5.2,Internship,466.0,77.66666666666666,B,8.0,39,Good,True,1,Low Risk
DS0290,Student_0290,Female,Information Technology,2,1,20,87.14,57.0,56,60,80,67,73,64,74,100,15.9,Not Placed,393.0,65.5,C,7.0,113,Excellent,False,0,Safe
DS0291,Student_0291,Other,Artificial Intelligence,1,4,23,73.21,60.0,67,71,68,70,48,72,72,88,15.3,Not Placed,384.0,64.0,C,7.0,122,Warning,True,2,Medium Risk
DS0292,Student_0292,Other,Artificial Intelligence,1,1,22,92.76,76.0,62,79,76,83,81,65,62,77,18.9,Internship,457.0,76.16666666666667,B,8.0,48,Excellent,False,0,Safe
DS0293,Student_0293,Female,Artificial Intelligence,2,2,24,70.1,58.0,69,69,37,67,68,35,64,69,12.4,Internship,368.0,61.33333333333333,C,7.0,138,Warning,True,2,Medium Risk
DS0294,Student_0294,Other,Artificial Intelligence,1,2,22,89.06,87.0,83,71,64,85,70,100,72,63,7.7,Internship,460.0,76.66666666666667,B,8.0,45,Excellent,True,1,Low Risk
DS0295,Student_0295,Other,Data Science,1,4,23,100.0,78.0,44,78,82,77,67,69,83,38,24.9,Placed,426.0,71.0,B,8.0,79,Excellent,True,1,Low Risk
DS0296,Student_0296,Other,Artificial Intelligence,1,2,20,91.7,92.0,70,78,78,60,78,64,60,65,21.1,Not Placed,456.0,76.0,B,8.0,49,Excellent,False,0,Safe
DS0297,Student_0297,Other,Data Science,2,4,23,70.8,55.0,75,81,69,85,65,80,70,59,11.7,Not Placed,430.0,71.66666666666667,B,8.0,75,Warning,True,1,Low Risk
DS0298,Student_0298,Female,Artificial Intelligence,2,4,24,57.91,91.0,73,55,75,68,100,76,100,73,3.9,Internship,462.0,77.0,B,8.0,43,Critical,True,2,Medium Risk
